manf_year,vehicle_name,selling_price,km_driven,fuel_type,seller_type,transmission,owner_type
2015,Volkswagen Polo 1.5 TDI Highline,500000,30000,Diesel,Individual,Manual,Second Owner
2015,Hyundai Grand i10 Sportz,400000,61690,Petrol,Dealer,Manual,First Owner
2015,Hyundai i20 Asta 1.2,600000,64484,Petrol,Dealer,Manual,First Owner
2012,Audi Q5 2.0 TDI,1350000,90000,Diesel,Individual,Automatic,Second Owner
2013,Renault Duster 85PS Diesel RxE,400000,75976,Diesel,Dealer,Manual,Second Owner
2011,Ford Figo Diesel Titanium,220000,70000,Diesel,Individual,Manual,Second Owner
2012,Honda Brio E MT,300000,85962,Petrol,Dealer,Manual,Second Owner
2015,Honda Mobilio V i DTEC,600000,120000,Diesel,Individual,Manual,First Owner
2012,Honda Brio S Option AT,285000,75000,Petrol,Individual,Automatic,Second Owner
2009,Honda Accord 2.4 MT,350000,57035,Petrol,Dealer,Manual,First Owner
2011,Mahindra Bolero SLX,170000,70000,Diesel,Individual,Manual,Third Owner
2015,Ford Figo 1.2P Ambiente MT,229999,45000,Petrol,Individual,Manual,First Owner
2013,Mahindra XUV500 W6 2WD,500000,72104,Diesel,Dealer,Manual,Second Owner
2011,Tata Nano Lx,75000,15000,Petrol,Individual,Manual,First Owner
2016,Hyundai i20 Active 1.2 SX,600000,30000,Petrol,Individual,Manual,First Owner
2011,Tata Indigo LS Dicor,220000,80000,Diesel,Individual,Manual,First Owner
2009,Tata Indica Vista Terra 1.4 TDI,150000,164000,Diesel,Individual,Manual,Second Owner
2017,Renault KWID 1.0 RXT Optional,390000,30000,Petrol,Individual,Manual,First Owner
2012,Chevrolet Beat LS,180000,50000,Petrol,Individual,Manual,First Owner
2019,Tata Tiago NRG Petrol,550000,10000,Petrol,Individual,Manual,First Owner
2018,Mahindra TUV 300 T4 Plus,760000,50000,Diesel,Individual,Manual,First Owner
2019,Hyundai Santro Magna BSIV,500000,1250,Petrol,Individual,Manual,First Owner
2015,Tata Zest Revotron 1.2 XT,380000,17152,Petrol,Individual,Manual,First Owner
2019,Mahindra XUV500 W11 Option AT AWD,1850000,5000,Diesel,Individual,Automatic,First Owner
2012,Volkswagen Polo Diesel Trendline 1.2L,350000,77000,Diesel,Individual,Manual,First Owner
2008,Hyundai Verna CRDi,195000,90000,Diesel,Individual,Manual,Second Owner
2011,Chevrolet Beat LS,225000,80000,Petrol,Individual,Manual,Second Owner
2015,Toyota Innova 2.5 G (Diesel) 7 Seater,1125000,65000,Diesel,Individual,Manual,First Owner
2011,Tata Indica Vista Quadrajet LX,133000,80000,Diesel,Individual,Manual,First Owner
2013,Hyundai EON Era Plus,200000,24005,Petrol,Individual,Manual,First Owner
2014,Renault Duster 85PS Diesel RxL,400000,120000,Diesel,Individual,Manual,First Owner
2009,Hyundai i10 Era 1.1,120000,120000,Petrol,Individual,Manual,Second Owner
2012,Renault Duster 110PS Diesel RxZ,490000,100000,Diesel,Individual,Manual,First Owner
2011,Ford Figo Diesel ZXI,175000,149000,Diesel,Individual,Manual,Second Owner
2011,Volkswagen Vento Diesel Highline,300000,65000,Diesel,Individual,Manual,Second Owner
2018,Datsun GO Plus T Option BSIV,270000,19000,Petrol,Individual,Manual,Second Owner
2010,Chevrolet Beat LT,130000,80000,Petrol,Individual,Manual,Second Owner
2012,Hyundai EON LPG Magna Plus,180000,90000,LPG,Individual,Manual,First Owner
2011,Volkswagen Vento Diesel Highline,300000,65000,Diesel,Individual,Manual,Second Owner
2007,Mahindra Bolero DI DX 7 Seater,225000,120000,Diesel,Individual,Manual,First Owner
2014,Honda Mobilio V i DTEC,600000,44000,Diesel,Individual,Manual,First Owner
2018,Honda BR-V i-VTEC S MT,900000,5000,Petrol,Individual,Manual,First Owner
2016,Hyundai i20 Magna 1.2,600000,61000,Petrol,Individual,Manual,First Owner
2011,Toyota Etios VD,450000,100000,Diesel,Individual,Manual,Second Owner
2009,Hyundai i10 Era 1.1,270000,27633,Petrol,Individual,Manual,First Owner
2012,Hyundai Santro Xing GLS Audio LPG,250000,100000,LPG,Individual,Manual,First Owner
2019,Ford Figo 1.2P Titanium MT,700000,12586,Petrol,Dealer,Manual,First Owner
2018,Fiat Avventura Urban Cross 1.3 Multijet Emotion,650000,38083,Diesel,Dealer,Manual,First Owner
2012,Ford Figo Diesel ZXI,400000,55328,Diesel,Dealer,Manual,First Owner
2012,Ford Figo Diesel Titanium,425000,81632,Diesel,Dealer,Manual,First Owner
2016,Ford Aspire Titanium Diesel BSIV,600000,155201,Diesel,Dealer,Manual,First Owner
2013,Ford EcoSport 1.5 TDCi Titanium BSIV,600000,93283,Diesel,Dealer,Manual,First Owner
2012,Ford Fiesta Classic 1.4 Duratorq CLXI,450000,90165,Diesel,Dealer,Manual,First Owner
2014,Ford Ecosport 1.5 DV5 MT Titanium,750000,101504,Diesel,Dealer,Manual,First Owner
2010,Ford Figo Titanium Diesel BSIV,325000,86017,Diesel,Dealer,Manual,Second Owner
2013,Mahindra XUV500 W8 2WD,900000,85036,Diesel,Dealer,Manual,Second Owner
2006,Ford Ikon 1.3L Rocam Flair,180000,91086,Petrol,Dealer,Manual,Second Owner
2013,Fiat Punto 1.3 Emotion,350000,160254,Diesel,Dealer,Manual,Second Owner
2013,Ford EcoSport 1.5 TDCi Titanium BSIV,600000,125531,Diesel,Dealer,Manual,Second Owner
2019,Honda WR-V i-DTEC V,900000,60000,Diesel,Individual,Manual,First Owner
2006,Skoda Laura L n K 1.9 PD,350000,100000,Diesel,Individual,Manual,First Owner
2009,Mahindra Xylo D2,225000,120000,Diesel,Individual,Manual,Second Owner
2014,Honda City i DTEC S,520000,82000,Diesel,Individual,Manual,First Owner
2016,Mahindra Scorpio 1.99 S4,509999,60000,Diesel,Individual,Manual,First Owner
2014,Tata Indigo Grand Dicor,225000,120000,Diesel,Individual,Manual,First Owner
2013,Honda Amaze EX i-Dtech,325000,65000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Creta 1.6 CRDi SX Plus,850000,84000,Diesel,Dealer,Manual,First Owner
2013,Toyota Etios GD SP,350000,75000,Diesel,Dealer,Manual,First Owner
2015,Renault KWID RXT,275000,14365,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 2.8 4WD AT BSIV,2750000,41000,Diesel,Individual,Automatic,First Owner
2013,Hyundai Verna 1.6 SX,484999,65000,Diesel,Dealer,Manual,First Owner
2013,Toyota Innova 2.5 VX (Diesel) 8 Seater,925000,75000,Diesel,Individual,Manual,First Owner
2012,Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,565000,72000,Diesel,Dealer,Manual,First Owner
2014,Renault Duster 110PS Diesel RxL,525000,65000,Diesel,Dealer,Manual,First Owner
2017,Hyundai Tucson 2.0 e-VGT 2WD MT,1650000,55000,Diesel,Dealer,Manual,First Owner
2015,Hyundai EON Era Plus,295000,21000,Petrol,Dealer,Manual,Second Owner
2012,Jaguar XF 5.0 Litre V8 Petrol,2050000,66363,Petrol,Dealer,Automatic,Second Owner
2018,Hyundai Creta 1.6 VTVT AT SX Plus,1475000,11700,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Verna VTVT 1.6 AT SX Option,1100000,10000,Petrol,Individual,Automatic,First Owner
2014,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4400000,100000,Diesel,Individual,Automatic,Second Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2017,Volkswagen Polo GTI,850000,20000,Petrol,Dealer,Automatic,Second Owner
2015,Renault Pulse RxL,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
2014,Honda Brio V MT,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
2015,Hyundai Creta 1.6 SX Automatic Diesel,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
2015,Honda City i VTEC V,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
2018,Toyota Innova Crysta 2.4 GX AT,1725000,23974,Diesel,Dealer,Automatic,Second Owner
2016,BMW 3 Series 320d Luxury Line,2150000,43000,Diesel,Dealer,Automatic,First Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2018,Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2019,BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner
2016,Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2012,Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner
2013,Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2018,Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2019,BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner
2016,Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2012,Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner
2013,Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2018,Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2019,BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner
2016,Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2012,Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner
2013,Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2018,Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2019,BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner
2016,Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2012,Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner
2013,Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2013,Hyundai i20 Sportz 1.2,350000,50000,Petrol,Individual,Manual,Second Owner
2013,Hyundai i20 Sportz 1.2,380000,50000,Petrol,Individual,Manual,Second Owner
2016,Mahindra Scorpio 1.99 S6 Plus,900000,35000,Diesel,Individual,Manual,First Owner
2012,Chevrolet Beat LT,200999,90000,Petrol,Individual,Manual,Second Owner
2019,Tata Nexon 1.5 Revotorq XZ,800000,60000,Diesel,Individual,Manual,First Owner
2012,Mahindra Verito 1.5 D4 BSIV,150000,172000,Diesel,Individual,Manual,Second Owner
2005,Chevrolet Tavera LS B3 7 Seats BSII,150000,150000,Diesel,Individual,Manual,First Owner
2009,Chevrolet Optra Magnum 2.0 LS,150000,66000,Diesel,Individual,Manual,First Owner
2007,Honda Civic 1.8 MT Sport,225000,55000,Petrol,Individual,Manual,Second Owner
2012,Tata Nano Lx BSIV,75000,29900,Petrol,Individual,Manual,First Owner
2017,Tata Hexa XT 4X4,1600000,3000,Diesel,Individual,Manual,First Owner
2012,Tata Indica Vista Quadrajet VX,185000,85000,Diesel,Individual,Manual,First Owner
2011,Mahindra Scorpio 2.6 CRDe SLE,425000,50000,Diesel,Individual,Manual,First Owner
2010,Tata Indica Vista Aqua 1.4 TDI,100000,120000,Diesel,Individual,Manual,Second Owner
2015,Honda Amaze S AT i-Vtech,450000,7900,Petrol,Individual,Automatic,First Owner
2017,Datsun RediGO T Option,210000,50000,Petrol,Individual,Manual,First Owner
2008,Mahindra Renault Logan 1.4 GLX Petrol,145000,25000,Petrol,Individual,Manual,First Owner
2013,Tata Safari Storme VX,360000,206500,Diesel,Individual,Manual,First Owner
2013,Hyundai i10 Magna LPG,250000,88600,LPG,Individual,Manual,First Owner
2012,Tata Venture EX,110000,80000,Diesel,Individual,Manual,First Owner
2008,Chevrolet Captiva LT,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner
2011,Ford Fiesta Classic 1.4 Duratorq CLXI,150000,186000,Diesel,Individual,Manual,Second Owner
2010,Chevrolet Aveo U-VA 1.2 LS,140000,60000,Petrol,Individual,Manual,First Owner
2017,Tata Hexa XM,969999,30000,Diesel,Individual,Manual,First Owner
2007,Hyundai Santro Xing GL PLUS CNG,90000,80000,CNG,Individual,Manual,Third Owner
2001,Hyundai Santro GLS I - Euro I,55000,60000,Petrol,Individual,Manual,Third Owner
2007,Hyundai Verna CRDi,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner
2019,Mahindra Thar CRDe ABS,900000,15000,Diesel,Individual,Manual,First Owner
2013,Hyundai Verna 1.6 SX,495000,100000,Diesel,Individual,Manual,Second Owner
2009,Toyota Innova 2.5 V Diesel 8-seater,400000,138000,Diesel,Individual,Manual,Third Owner
2008,Hyundai Verna CRDi,250000,110000,Diesel,Individual,Manual,Second Owner
2011,Honda City 1.5 V AT,311000,70000,Petrol,Individual,Automatic,Second Owner
2011,Mahindra Bolero SLX,311000,140000,Diesel,Individual,Manual,First Owner
2018,Honda Jazz VX,600000,20000,Petrol,Individual,Manual,First Owner
2009,Mahindra Scorpio SLE BSIII,550000,100000,Diesel,Individual,Manual,First Owner
2015,Skoda Rapid 1.6 MPI AT Elegance Plus,600000,70000,Petrol,Individual,Automatic,First Owner
2013,Tata Nano LX,58000,27974,Petrol,Individual,Manual,First Owner
2014,Tata Zest Revotron 1.2 XT,400000,35000,Petrol,Individual,Manual,First Owner
2012,Hyundai Verna 1.6 SX CRDi (O),409999,60000,Diesel,Individual,Manual,Second Owner
2004,Skoda Octavia Classic 1.9 TDI MT,120000,120000,Diesel,Individual,Manual,Second Owner
2016,Honda Amaze SX i-VTEC,600000,10000,Petrol,Individual,Manual,First Owner
2015,Mahindra XUV500 W6 2WD,825000,90000,Diesel,Individual,Manual,Third Owner
2016,Toyota Etios GD,625000,80000,Diesel,Individual,Manual,Second Owner
2020,Hyundai Grand i10 Nios Magna CRDi,700000,1400,Diesel,Individual,Manual,First Owner
2011,Chevrolet Beat LS,160000,60000,Petrol,Individual,Manual,First Owner
2010,Volkswagen Jetta 1.9 L TDI,250000,100000,Diesel,Dealer,Manual,First Owner
2012,Hyundai Verna 1.6 SX,390000,86000,Diesel,Dealer,Manual,Second Owner
2015,Renault Duster 85PS Diesel RxL,650000,100000,Diesel,Individual,Manual,First Owner
2016,Hyundai Xcent 1.1 CRDi SX Option,600000,30000,Diesel,Individual,Manual,First Owner
2011,Hyundai i20 1.2 Sportz,250000,120000,Petrol,Individual,Manual,First Owner
2011,Hyundai Santro Xing GL Plus LPG,229999,60000,LPG,Individual,Manual,Second Owner
2010,Chevrolet Cruze LTZ,330000,124000,Diesel,Individual,Manual,Second Owner
2012,Hyundai Accent Executive,180000,100000,Petrol,Individual,Manual,Third Owner
2017,Hyundai Grand i10 1.2 Kappa Asta,475000,42000,Petrol,Individual,Manual,First Owner
2015,Hyundai Grand i10 CRDi Sportz,325000,100000,Diesel,Individual,Manual,First Owner
2016,Honda City i VTEC V,639000,28205,Petrol,Dealer,Manual,First Owner
2016,Hyundai Creta 1.6 CRDi AT SX Plus,1199000,30093,Diesel,Dealer,Automatic,First Owner
2013,Hyundai Verna 1.6 SX VTVT,425000,59319,Petrol,Dealer,Manual,First Owner
2013,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,325000,35299,Petrol,Dealer,Manual,First Owner
2011,Toyota Etios V,275000,51687,Petrol,Dealer,Manual,First Owner
2011,Volkswagen Vento Petrol Highline AT,269000,76259,Petrol,Dealer,Automatic,First Owner
2013,Volkswagen Polo Diesel Highline 1.2L,399000,44049,Diesel,Dealer,Manual,First Owner
2017,Mahindra KUV 100 mFALCON D75 K8,475000,45087,Diesel,Dealer,Manual,First Owner
2011,Toyota Etios V,249000,41125,Petrol,Dealer,Manual,First Owner
2014,Audi A4 New  2.0 TDI Multitronic,1549000,42215,Diesel,Dealer,Automatic,First Owner
2011,Volkswagen Polo Petrol Highline 1.2L,254999,54206,Petrol,Dealer,Manual,First Owner
2012,Skoda Rapid 1.6 MPI Active,269000,52547,Petrol,Dealer,Manual,First Owner
2010,Hyundai i20 Asta,265000,47564,Petrol,Dealer,Manual,Second Owner
2010,Volkswagen Polo Petrol Highline 1.2L,211000,45143,Petrol,Dealer,Manual,Second Owner
2013,Skoda Superb 1.8 TSI,599000,61624,Petrol,Dealer,Automatic,Second Owner
2007,Tata Indigo LS,55000,195000,Diesel,Individual,Manual,Third Owner
2014,Hyundai Verna 1.6 SX CRDi (O),550000,50000,Diesel,Individual,Manual,First Owner
2018,Land Rover Discovery Sport TD4 HSE 7S,4000000,68000,Diesel,Individual,Automatic,First Owner
2010,Tata Sumo GX TC 8 Str,220000,120000,Diesel,Individual,Manual,Second Owner
2010,Hyundai i20 Magna,210000,90000,Petrol,Individual,Manual,Third Owner
2019,Hyundai Verna CRDi 1.6 SX Option,1200000,25000,Diesel,Individual,Manual,First Owner
2018,Tata Tiago XZA AMT,525000,10980,Petrol,Dealer,Automatic,First Owner
2018,Hyundai EON Era Plus,325000,20629,Petrol,Dealer,Manual,First Owner
2018,Toyota Innova Crysta 2.4 VX MT BSIV,1500000,50000,Diesel,Individual,Manual,First Owner
2015,Hyundai Grand i10 AT Asta,400000,30000,Petrol,Individual,Automatic,First Owner
2013,Mahindra XUV500 W8 4WD,900000,63654,Diesel,Dealer,Manual,First Owner
2017,Renault Lodgy 85PS RxL,700000,60000,Diesel,Individual,Manual,First Owner
2015,Mahindra Scorpio S6 Plus 7 Seater,890000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai i20 2015-2017 Magna 1.2,525000,70378,Petrol,Dealer,Manual,First Owner
2013,Mahindra Bolero 2011-2019 SLX 2WD BSIII,550000,78413,Diesel,Dealer,Manual,Second Owner
2018,Mahindra Bolero Power Plus SLX,790000,40890,Diesel,Dealer,Manual,First Owner
2015,Honda Brio S MT,350000,34823,Petrol,Dealer,Manual,Second Owner
2017,Toyota Innova Crysta 2.8 ZX AT BSIV,1700000,75000,Diesel,Individual,Automatic,First Owner
2014,Honda Amaze EX i-Dtech,409999,56541,Diesel,Dealer,Manual,First Owner
2016,Hyundai EON Magna Plus,220000,43700,Petrol,Individual,Manual,First Owner
2009,Tata Indica GLS BS IV,68000,120000,Petrol,Individual,Manual,Second Owner
2017,Hyundai EON Era Plus,290000,20000,Petrol,Individual,Manual,First Owner
2014,Honda City i DTec SV,600000,27483,Diesel,Dealer,Manual,First Owner
2008,Hyundai i10 Sportz 1.2,150000,30000,Petrol,Individual,Manual,First Owner
2018,Honda WR-V i-VTEC VX,875000,1440,Petrol,Individual,Manual,First Owner
2017,Toyota Fortuner 2.8 2WD AT BSIV,2800000,20000,Diesel,Individual,Automatic,First Owner
2017,Toyota Innova Crysta 2.4 ZX MT,1330000,91195,Diesel,Dealer,Manual,First Owner
2011,Volkswagen Polo 1.5 TDI Trendline,220000,63657,Diesel,Dealer,Manual,First Owner
2013,Mahindra Verito Vibe 1.5 dCi D4,250000,60000,Diesel,Individual,Manual,First Owner
2016,Toyota Innova 2.5 G (Diesel) 7 Seater,919999,75000,Diesel,Dealer,Manual,First Owner
2013,Volkswagen Vento Magnific 1.6 Highline,380000,97248,Petrol,Dealer,Manual,First Owner
2016,Hyundai Verna 1.6 VTVT AT S Option,770000,10000,Petrol,Individual,Automatic,First Owner
2011,Tata New Safari DICOR 2.2 GX 4x2,320000,100000,Diesel,Individual,Manual,Second Owner
